,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
2332,Licious,2015,Bangalore,Food,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,25000000.0,early traction,2019,2,2,Multiple Founders
2333,Nivesh.com,2016,Noida,Financial Services,The platform simplifies the process of investment,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,600000.0,others,2019,2,2,Multiple Founders
2334,Zebu,2015,None,InfoTech & Services,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Team of Waterloo-based software developers,Undisclosed,4000000.0,validation,2019,1,1,Multiple Founders
2335,Smart Institute,2011,Surat,Edtech,A platform to learn online,None,HNI investors,1500000.0,others,2019,1,1,Multiple Founders
2336,CarDekho,2008,Jaipur,Transportation,Enables people to buy and sell new/old cars.,Amit Jain,Ping An Global Voyager Fund,70000000.0,early traction,2019,1,1,Multiple Founders
2337,Shadowfax,2015,Bangalore,Logistics,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal",lipkart,60000000.0,early traction,2019,2,2,Multiple Founders
2338,Credr,2014,Mumbai,Transportation,A marketplace to buy and sell used bikes and scooters,Mittal,Omidyar Network,6000000.0,others,2019,1,1,Multiple Founders
2339,Sportido,2015,Noida,Sports,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran",Inflection Point Ventures,3000000.0,early traction,2019,2,2,Multiple Founders
2340,Phable,2018,None,HealthTech,"It creates an engagement loop between doctors, hospitals, and patients via its app",Sumit Sinha,LetsVenture,220000.0,others,2019,1,1,Multiple Founders
2341,Sarva,2018,Chennai,HealthTech,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,Venture fund,2800000.0,others,2019,1,1,Multiple Founders
2342,IndyFint,2019,Bangalore,Financial Services,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan,SaravaNone Adiseshan,2100000.0,early traction,2019,1,1,Multiple Founders
2343,Zolostays,2015,None,Accomodation,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,7000000.0,others,2019,3,3,Multiple Founders
2344,Ola,2010,Bangalore,Transportation,It enables one to book cab online,"Bhavish Aggarwal, Ankit Bhati",Kia Motors,311000000.0,others,2019,2,2,Multiple Founders
2345,Zoomcar,2013,Bangalore,Transportation,A car rental service platform,"Greg Moran, David Back",Zoomcar Inc,4800000.0,others,2019,2,2,Multiple Founders
2346,Kratikal,2013,Uttar pradesh,InfoTech & Services,Provides cyber security solutions,Pavan Kushwaha,Gilda VC,1000000.0,early traction,2019,1,1,Multiple Founders
2347,Froogal,2013,Hyderabad,Marketing,A cloud based Customer Loyalty & Engagement Platform,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000.0,early traction,2019,2,2,Multiple Founders
2348,Infra.Market,2013,Mumbai,Transportation,"It connects client requirements to their supply chain infrastructure for ease of ordering, tracking and manufacturing","Aaditya Sharda, Souvik Sengupta",Tiger Global,20000000.0,early traction,2019,2,2,Multiple Founders
2349,Oyo,2013,Gurgaon,Hospitality,Provides rooms for comfortable stay,itesh Agarwal,MyPreferred Transformation,693000000.0,others,2019,1,1,Multiple Founders
2350,GoMechanic,2016,Delhi,Transportation,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,early traction,2019,4,4,Multiple Founders
2351,Spinny,2015,Delhi,Transportation,Online car retailer,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta",Norwest Venture Partners,50000000.0,others,2019,4,4,Multiple Founders
2352,Ess Kay Fincorp,2015,ajasthan,Financial Services,Organised Non-Banking Finance Company,ajendra Setia,TPG,33000000.0,others,2019,1,1,Multiple Founders
2353,TheCollegeFever,2015,Bangalore,Marketing,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",None,None,250000.0,validation,2018,1,1,Multiple Founders
2354,Happy Cow Dairy,2015,Mumbai,AgriTech,A startup which aggregates milk from dairy farmers in rural Maharashtra.,None,None,584000.0,validation,2018,1,1,Multiple Founders
2355,MyLoanCare,2015,Gurgaon,Financial Services,Leading Online Loans Marketplace in India,None,None,949000.0,early traction,2018,1,1,Multiple Founders
2356,PayMe India,2015,Noida,Financial Services,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2357,Eunimart,2015,Hyderabad,E-Commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2358,Hasura,2015,Bangalore,InfoTech & Services,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",None,None,1600000.0,validation,2018,1,1,Multiple Founders
2359,Tripshelf,2015,Kalkaji,InfoTech & Services,Tripshelf is an online market place for holiday packages.,None,None,233600.0,validation,2018,1,1,Multiple Founders
2360,Hyperdata.IO,2015,Hyderabad,Marketing,Hyperdata combines advanced machine learning with human intelligence.,None,None,730000.0,validation,2018,1,1,Multiple Founders
2361,Freightwalla,2015,Mumbai,InfoTech & Services,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2362,Microchip Payments,2015,Bangalore,Financial Services,Microchip payments is a mobile-based payment application and point-of-sale device,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2363,BizCrum Infotech Pvt. Ltd.,2015,Delhi,B2B,Building Transactionary B2B Marketplaces,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2364,Emojifi,2015,Bangalore,InfoTech & Services,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2365,Flock,2015,India,Apps,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2366,Freshboxx,2015,Hubli,Food Industry,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2367,Wide Mobility Mechatronics,2015,Bangalore,AI,Wide Mobility Mechatronics is a Private Company limited by Shares,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2368,Pitstop,2015,Bangalore,Transportation,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,None,None,1460000.0,validation,2018,1,1,Multiple Founders
2369,Mihuru,2015,Mumbai,Financial Services,Mihuru is an online platform which gives micro loans for air travel .,None,None,150000.0,validation,2018,1,1,Multiple Founders
2370,Fyle,2015,Bangalore,Financial Services,Fyle is an intelligent expense management platform for enterprises.,None,None,1100000.0,validation,2018,1,1,Multiple Founders
2371,AppWharf,2015,Delhi,AI,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2372,Antariksh Waste Ventures Pvt ltd,2015,Chennai,InfoTech & Services,Waste Management for Smart Cities,None,None,7300.0,validation,2018,1,1,Multiple Founders
2373,Cogoport,2015,Mumbai,Transportation,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,None,None,6000000.0,early traction,2018,1,1,Multiple Founders
2374,PaisaDukan,2015,Mumbai,Financial Services,A P2P lending marketplace platform,None,None,650000.0,validation,2018,1,1,Multiple Founders
2375,Sleepy Owl Coffee,2015,Delhi,Food Industry,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",None,None,511000.0,validation,2018,1,1,Multiple Founders
2376,BlueJack,2015,Delhi,Transportation,Delhi-based online used vehicles marketplace.,None,None,934400.0,validation,2018,1,1,Multiple Founders
2377,PregBuddy,2015,Bangalore,InfoTech & Services,PregBuddy is a smart connected care platform for expecting mothers.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2378,AgNext Technologies,2015,Mohali,AgriTech,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,None,None,3000000.0,early traction,2018,1,1,Multiple Founders
2379,Pando,2015,Chennai,Logistics,A startup which digitizes logistics operations for Fortune 500 companies.,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2380,Mintifi,2015,Mumbai,Financial Services,Online lending startup based in Mumbai.,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2381,Carcrew,2015,Mumbai,Transportation,India's Online Auto Repair Marketplace,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2382,NicheAI,2015,Hyderabad,AI,Early stage Artificial Intelligence (AI) start up.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2383,Chariot Tech,2015,Delhi,InfoTech & Services,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,None,None,292000.0,validation,2018,1,1,Multiple Founders
2384,Ideal Insurance Brokers/ 121Policy.com,2015,Kolkata,Financial Services,Ideal Insurance Broking is one of the leaders in insurance broking domain.,None,None,1000000.0,validation,2018,1,1,Multiple Founders
2385,Loanzen,2015,Bangalore,Financial Services,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2386,Mojro Technologies,2015,Bangalore,InfoTech & Services,Mojro envisions to be the world's largest technology-enabled logistics platform.,None,None,650000.0,validation,2018,1,1,Multiple Founders
2387,Elemential,2015,Mumbai,Logistics,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",None,None,1000000.0,validation,2018,1,1,Multiple Founders
2388,Loadshare,2015,Bangalore,AI,LoadShare is India’s fastest growing logistics company,None,None,5000000.0,early traction,2018,1,1,Multiple Founders
2389,Yumlane,2015,Mumbai,Food Industry,Food startup Yumlane operated by QwikPik Technology,None,None,4000000.0,early traction,2018,1,1,Multiple Founders
2390,Kriger Campus,2015,Delhi,Education,A Education Start Up.,None,None,438000.0,validation,2018,1,1,Multiple Founders
2391,Pipa+Bella,2015,Mumbai,E-Commerce,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,None,None,1000000.0,early traction,2018,1,1,Multiple Founders
2392,Kaleidofin,2015,Chennai,Financial Services,A fintech platform.,None,None,2800000.0,validation,2018,1,1,Multiple Founders
2393,Chakr Innovation,2015,Delhi,Renewable Energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2394,IndigoLearn,2015,Hyderabad,Education,India's the premier education destination catering to the needs of aspiring students of the CA community.,None,None,150000.0,validation,2018,1,1,Multiple Founders
2395,UClean,2015,India,Clean Energy,UClean is a tech enabled laundry service provider.,None,None,584000.0,validation,2018,1,1,Multiple Founders
2396,Coutloot,2015,Mumbai,E-Commerce,The Fashion Re-commerce platform.,None,None,1000000.0,validation,2018,1,1,Multiple Founders
2397,Letstrack,2015,Delhi,Apps,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",None,None,1700000.0,validation,2018,1,1,Multiple Founders
2398,Pooltoo,2015,Delhi,Transportation,Pooltoo offers a premium ride sharing platform.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2399,Finzy,2015,Bangalore,Financial Services,finzy is the premier peer to peer lending solution in India.,None,None,1300000.0,validation,2018,1,1,Multiple Founders
2400,Fitternity,2015,Mumbai,HealthTech,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2401,Keito,2015,Pune,AI,Building an Intelligent Digital Assistant.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2402,Tolet for Students,2015,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",None,None,73000.0,validation,2018,1,1,Multiple Founders
2403,Chai Kings,2015,Chennai,Food Industry,Chai Kings is a tea retail chain,None,None,292000.0,validation,2018,1,1,Multiple Founders
2404,Dainik Jagran,2015,Kanpur,Entertainment,Dainik Jagran is a media and communications group.,None,None,584000.0,validation,2018,1,1,Multiple Founders
2405,Playtoome,2015,Bangalore,Entertainment,Playtoome is a live entertainment destination,None,None,292000.0,validation,2018,1,1,Multiple Founders
2406,ONGO Framework,2015,Hyderabad,B2B,ONGO Framework is a B2B IT and digital solution provider.,None,None,1000000.0,validation,2018,1,1,Multiple Founders
2407,Notesgen,2015,Delhi,Education,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,None,None,182500.0,validation,2018,1,1,Multiple Founders
2408,Arogya MedTech,2015,Kolkata,HealthTech,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,None,None,219000.0,validation,2018,1,1,Multiple Founders
2409,Propshop24,2015,Mumbai,E-Commerce,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",None,None,500000.0,validation,2018,1,1,Multiple Founders
2410,myUpchar,2015,Delhi,HealthTech,To bring health issues to people in their language.,None,None,5000000.0,early traction,2018,1,1,Multiple Founders
2411,MissMalini Entertainment,2015,Mumbai,HealthTech,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",None,None,1518400.0,validation,2018,1,1,Multiple Founders
2412,Rooter,2015,India,Sports,Rooter is a mobile-based platform,None,None,657000.0,validation,2018,1,1,Multiple Founders
2413,ZestMoney,2015,Bangalore,InfoTech & Services,Zest is India's first completely automated consumer digital lending platform.,None,None,13400000.0,early traction,2018,1,1,Multiple Founders
2414,alphaics Corporation,2015,Bangalore,InfoTech & Services,Advancing AI compute,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2415,MyDentistChoice,2015,Hyderabad,HealthTech,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,None,None,500000.0,validation,2018,1,1,Multiple Founders
2416,Sattviko,2015,Delhi,Food Industry,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2417,Sensibull,2015,Bangalore,Financial Services,Investment Management Platform,None,None,365000.0,validation,2018,1,1,Multiple Founders
2418,Bombay Shaving Company,2015,Delhi,Consumer Goods,Bombay Shaving Company is a Men's grooming startup,None,None,3000000.0,early traction,2018,1,1,Multiple Founders
2419,MedCords,2015,Pune,HealthTech,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,None,None,385440.0,validation,2018,1,1,Multiple Founders
2420,University Living,2015,Delhi,Education,University Living is an online global student housing marketplace.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2421,&ME,2015,Bangalore,Food Industry,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2422,Enakshi,2015,Ahmedabad,Fashion and lifestyle,Enakshi is an online apparel brand for women.,None,None,116800.0,validation,2018,1,1,Multiple Founders
2423,Ultraviolette Automotive,2015,Bangalore,Transportation,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,None,None,876.0,early traction,2018,1,1,Multiple Founders
2424,Inthree Access,2015,Chennai,Service industry,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,None,None,4000000.0,early traction,2018,1,1,Multiple Founders
2425,BUGWORKS Research India,2015,Bangalore,HealthTech,BUGWORKS is a drug discovery company.,None,None,9000000.0,early traction,2018,1,1,Multiple Founders
2426,Guardian.in,2015,Mumbai,HealthTech,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2427,PrestLoans,2015,Delhi,Financial Services,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",None,None,100000.0,validation,2018,1,1,Multiple Founders
2428,Wimoxez,2015,Hyderabad,InfoTech & Services,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",None,None,20000.0,validation,2018,1,1,Multiple Founders
2429,India Accelerator,2015,Gurgaon,others,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2430,HappyEMI,2015,Bangalore,Consumer Goods,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,None,None,1000000.0,validation,2018,1,1,Multiple Founders
2431,Wishup,2015,Azadpur,Consumer Goods,Premium Personal Assistance service,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2432,Hansel.io,2015,Bangalore,InfoTech & Services,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",None,None,4000000.0,early traction,2018,1,1,Multiple Founders
2433,Propelld,2015,Bangalore,Education,Propelld is a student education financing platform.,None,None,250000.0,validation,2018,1,1,Multiple Founders
2434,PivotRoots,2015,Mumbai,Marketing,Digital Marketing powered by Data & Technology; fueled by Design thinking,None,None,3000000.0,early traction,2018,1,1,Multiple Founders
2435,ZiffyHomes,2015,Delhi,Service industry,ZiffyHomes is a technology driven marketplace to find out home on rent.,None,None,120000.0,validation,2018,1,1,Multiple Founders
2436,Carmesi,2015,Gurgaon,HealthTech,Carmesi is a brand of high-end menstrual-hygiene products in India.,None,None,496400.0,validation,2018,1,1,Multiple Founders
2437,OckyPocky,2015,Haryana,Education,OckyPocky is a interactive and personalised language learning app for preschool kids.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2438,Racetrack,2015,Bangalore,AI,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",None,None,4993200.0,validation,2018,1,1,Multiple Founders
2439,WHR,2015,Pune,HealthTech,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",None,None,143145.0,validation,2018,1,1,Multiple Founders
2440,Asteria Aerospace,2015,Bangalore,Aerospace,Asteria Aerospace is a robotics and artificial intelligence company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2441,FabAlley,2015,Noida,E-Commerce,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",None,None,8760000.0,early traction,2018,1,1,Multiple Founders
2442,Tranzmeo,2015,Cochin,AI,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2443,SBI Life,2015,Mumbai,Financial Services,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,None,None,742000000.0,scaling,2018,1,1,Multiple Founders
2444,Studds Accessories,2015,aridabad,E-Commerce,Studds Accessories is a scooter accessories service provider in India,None,None,14600000.0,scaling,2018,1,1,Multiple Founders
2445,Design Cafe,2015,Bangalore,Real Estate,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",None,None,29200000.0,early traction,2018,1,1,Multiple Founders
2446,NoPaperForms Solutions Pvt. Ltd.,2015,Delhi,Education,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",None,None,3980000.0,early traction,2018,1,1,Multiple Founders
2447,Rays Power Infra,2015,Jaipur,Energy,Rays Power Infra is a leading integrated Solar Power Company.,None,None,29200000.0,scaling,2018,1,1,Multiple Founders
2448,AuthMetrik,2015,Gurgaon,B2B,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",None,None,10000.0,others,2018,1,1,Multiple Founders
2449,Khidki,2015,Bangalore,AI,Vernacular Social Network Focused on Town Level Content and Interactions,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2450,LetsTransport,2015,Bangalore,Logistics,Lets transport is a logistics solution provider.,None,None,14600000.0,early traction,2018,1,1,Multiple Founders
2451,Next Digital Solutions,2015,Kota,Marketing,Next Digital Solutions is website design & Digital Marketing development company.,None,None,1460.0,validation,2018,1,1,Multiple Founders
2452,Portea Medical,2015,Bangalore,HealthTech,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,None,None,3650000.0,others,2018,1,1,Multiple Founders
2453,Aavas Financiers,2015,Jaipur,Financial Services,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",None,None,29200000.0,others,2018,1,1,Multiple Founders
2454,Swiggy,2015,Bangalore,Food Industry,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,None,None,1000000000.0,early traction,2018,1,1,Multiple Founders
2455,Milkbasket,2015,Haryana,E-Commerce,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",None,None,7000000.0,early traction,2018,1,1,Multiple Founders
2456,Nutrisattva (Proliva),2015,Anand,HealthTech,Nutrisattva is a protein innovation compan,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2457,Toppr,2015,Mumbai,Education,Toppr.com is an online preparation platform for entrance exams in India.,None,None,35000000.0,early traction,2018,1,1,Multiple Founders
2458,Jagaran Microfin,2015,Kolkata,Education,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,None,None,8030000.0,others,2018,1,1,Multiple Founders
2459,Vivriti Capital,2015,Chennai,Financial Services,Vivriti Capital is an online platform for institutional debt in India.,None,None,28500000.0,scaling,2018,1,1,Multiple Founders
2460,Be U Salons,2015,Delhi,Apps,Be U is India's first subscription based Salon Chain.,None,None,438000.0,validation,2018,1,1,Multiple Founders
2461,Impact Guru,2015,Mumbai,Marketing,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",None,None,2000000.0,early traction,2018,1,1,Multiple Founders
2462,MobiKwik,2015,Gurgaon,Financial Services,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,None,None,3504000.0,early traction,2018,1,1,Multiple Founders
2463,Stones2Milestones,2015,Gurgaon,Education,Stones2milestones is a Gurgaon Based Learning Company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2464,Generico,2015,Mumbai,HealthTech,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,None,None,3000000.0,early traction,2018,1,1,Multiple Founders
2465,Adiuvo Diagnostics,2015,Chennai,HealthTech,Adiuvo Diagnostics is a medical diagnostic device company based in India.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2466,DataTrained,2015,Bangalore,Education,"DataTrained is a educational platform, which operates an ed-tech startup on data science",None,None,1752000.0,validation,2018,1,1,Multiple Founders
2467,OneAssist,2015,Mumbai,Financial Services,OneAssist is a protection & assistance services platform.,None,None,2400000.0,others,2018,1,1,Multiple Founders
2468,Satin Creditcare Network Limited (SCNL),2015,Delhi,Financial Services,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,None,None,30000000.0,others,2018,1,1,Multiple Founders
2469,APAC Financial Services,2015,Mumbai,Financial Services,APAC Financial Services is a financial services platform.,None,None,36500000.0,scaling,2018,1,1,Multiple Founders
2470,Moglix,2015,Noida,B2B,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",None,None,23000000.0,early traction,2018,1,1,Multiple Founders
2471,SEDEMAC Mechatronics,2015,Mumbai,Transportation,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,None,None,3000000.0,scaling,2018,1,1,Multiple Founders
2472,MadGuy Labs,2015,Hyderabad,Education,MadGuy Labs is a Online Test-prep Platform.,None,None,150000.0,scaling,2018,1,1,Multiple Founders
2473,Dee Dee Labs,2015,Pune,InfoTech & Services,Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2474,FLEECA,2015,Jaipur,InfoTech & Services,FLEECA is a Tyre Care Provider company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2475,Shop101,2015,Mumbai,Apps,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,None,None,11000000.0,early traction,2018,1,1,Multiple Founders
2476,FeedMyPockets,2015,Bangalore City,Marketing,On Demand Staffing Platform,None,None,642400.0,validation,2018,1,1,Multiple Founders
2477,Housejoy,2015,Bangalore,Fashion and lifestyle,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,None,None,3240000.0,early traction,2018,1,1,Multiple Founders
2478,Ambee,2015,Bangalore,HealthTech,Ambee is an Environment analytics startup.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2479,FoodBuddy,2015,Belgaum,Food Industry,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",None,None,876000.0,validation,2018,1,1,Multiple Founders
2480,Ninjacart,2015,Bangalore,AgriTech,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,None,None,36500000.0,early traction,2018,1,1,Multiple Founders
2481,Olly Smart Credit Card,2015,Delhi,Financial Services,Olly is a digital credit card for India's working masses and young people.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2482,Zestl,2015,Pune,InfoTech & Services,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2483,BYJU’S,2015,Bangalore,Education,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,None,None,540000000.0,scaling,2018,1,1,Multiple Founders
2484,Wakefit,2015,Bangalore,Manufacturing,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,None,None,9490000.0,scaling,2018,1,1,Multiple Founders
2485,Hero Electric,2015,Delhi,Manufacturing,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",None,None,23360000.0,scaling,2018,1,1,Multiple Founders
2486,Pentation Analytics,2015,Mumbai,InfoTech & Services,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2487,PerkFinance,2015,Bangalore,Financial Services,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,None,None,900000.0,validation,2018,1,1,Multiple Founders
2488,Roposo,2015,Gurgaon,InfoTech & Services,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,None,None,10000000.0,early traction,2018,1,1,Multiple Founders
2489,Plum Goodness,2015,Thane,Fashion and lifestyle,Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,None,None,3000000.0,early traction,2018,1,1,Multiple Founders
2490,Drstore,2015,Mumbai,HealthTech,Drstore is a exclusive e- commerce platform.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2491,Wow Venue,2015,Mumbai,Events,Wow Venue is an online platform.,None,None,1500000.0,scaling,2018,1,1,Multiple Founders
2492,Chizel,2015,Pune,Service industry,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2493,OTO Capital,2015,Mumbai,Transportation,OTO Capital is a platform that allows you to own a car faster than ever.,None,None,730000.0,validation,2018,1,1,Multiple Founders
2494,Boodmo,2015,Gurgaon,Transportation,boodmo.com - large online marketplace for auto parts in India.,None,None,1022000.0,validation,2018,1,1,Multiple Founders
2495,Khabri,2015,Haryana,Apps,Khabri is a digital audio platform for content in vernacular.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2496,MyNewCar.in,2015,Gurgaon,Transportation,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,None,None,1000000.0,scaling,2018,1,1,Multiple Founders
2497,HalaPlay Technologies,2015,Bangalore,Entertainment,A daily fantasy sports platform.,None,None,5000000.0,early traction,2018,1,1,Multiple Founders
2498,PlanetSpark,2015,Gurgaon,Education,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,None,None,233600.0,validation,2018,1,1,Multiple Founders
2499,WheelsEMI,2015,Pune,Education,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",None,None,14000000.0,early traction,2018,1,1,Multiple Founders
